OID_,AREA,NODE_ID,TYPE
583,CA,DUKMOSS6_7_N001,LOAD
584,CA,DUKMOSS6_7_N002,LOAD
585,CA,DUMBARTN_1_N001,LOAD
586,CA,DUMBARTN_1_N003,LOAD
587,CA,DUMBARTN_1_N011,LOAD
588,CA,DUNBAR_6_N001,LOAD
589,CA,DUNBAR_6_N002,LOAD
590,CA,DUNHILL_6_N001,LOAD
591,CA,DUNLAP_6_N001,LOAD
592,CA,DUNNIGAN_6_N001,LOAD
593,CA,DUNNSIDE_1_N001,LOAD
594,CA,DVLCYN1G_7_B1,GEN
595,CA,DVLCYN2G_7_B1,GEN
596,CA,DVLCYN3G_7_B1,GEN
597,CA,DVLCYN4G_7_B1,GEN
598,CA,EAGLEMTN_2_N001,LOAD
599,CA,EAGLEMTN_2_N002,LOAD
600,CA,EAGLROCK_2_N001,LOAD
601,CA,EAGLROCK_2_N012,LOAD
602,CA,EASTGATE_6_N004,GEN
603,CA,EASTGATE_6_N101,LOAD
604,CA,EASTGATE_6_N201,LOAD
605,CA,EASTWOOD_7_B1,GEN
606,CA,EBMUDGRY_1_N001,LOAD
607,CA,EDENVALE_1_N001,LOAD
608,CA,EDENVALE_1_N004,LOAD
609,CA,EDENVALE_1_N006,LOAD
610,CA,EDENVALE_1_N008,LOAD
611,CA,EDES_1_N001,LOAD
612,CA,EDES_1_N003,LOAD
613,CA,EDMON1AP_7_N001,LOAD
614,CA,EDMON2AP_7_N001,LOAD
615,CA,EDMON3AP_7_N001,LOAD
616,CA,EDMON3AP_7_N002,LOAD
617,CA,EDMON4AP_7_N001,LOAD
618,CA,EDMON4AP_7_N002,LOAD
619,CA,EDMON5AP_7_N001,LOAD
620,CA,EDMON5AP_7_N002,LOAD
621,CA,EDMON6AP_7_N001,LOAD
622,CA,EDMON6AP_7_N002,LOAD
623,CA,EDMON7AP_7_N001,LOAD
624,CA,EDMON7AP_7_N002,LOAD
625,CA,EDMON8AP_7_N001,LOAD
626,CA,EDMON8AP_7_N002,LOAD
627,CA,EDMONSTN_2_N023,GEN
628,CA,EDWARDS_1_N001,LOAD
629,CA,EELRIVR_6_N001,LOAD
630,CA,EIGHTMI_2_N017,LOAD
631,CA,EISENHOW_1_N001,LOAD
632,CA,EISEN_6_N001,LOAD
633,CA,ELCAJNEG_7_GN001,GEN
634,CA,ELCAJNGT_7_B3,GEN
635,CA,ELCAJNGT_7_N001,LOAD
636,CA,ELCAJNGT_7_N004,LOAD
637,CA,ELCAPTN_1_N001,LOAD
638,CA,ELCAPTN_1_N004,LOAD
639,CA,ELCAPTN_1_N005,LOAD
640,CA,ELCRRTO_1_N001,LOAD
641,CA,ELCRRTO_1_N023,LOAD
642,CA,ELDORU1_7_B2,GEN
643,CA,ELKCREEK_6_N001,LOAD
644,CA,ELKCREEK_6_N003,GEN
645,CA,ELKHIL1G_7_B2,GEN
646,CA,ELKHIL1G_7_N001,LOAD
647,CA,ELKHIL2G_7_B2,GEN
648,CA,ELKHIL2G_7_N001,LOAD
649,CA,ELKHIL3G_7_B1,GEN
650,CA,ELK_6_N001,LOAD
651,CA,ELLIOTT_6_N001,LOAD
652,CA,ELLIOTT_6_N004,LOAD
653,CA,ELLIS_6_N001,LOAD
654,CA,ELLIS_6_N003,GEN
655,CA,ELLIS_6_N006,GEN
656,CA,ELLIS_6_N105,LOAD
657,CA,ELLSGTY_1_N001,LOAD
658,CA,ELNIDBIO_6_N001,GEN
659,CA,ELNIDO_1_N001,LOAD
660,CA,ELNIDO_1_N004,LOAD
661,CA,ELNIDO_2_N001,LOAD
662,CA,ELNIDO_2_N012,LOAD
663,CA,ELPATIO_1_N001,LOAD
664,CA,ELPATIO_1_N006,LOAD
665,CA,ELPATIO_1_N015,LOAD
666,CA,ELSEG3G_7_B1,GEN
667,CA,ELSEG4G_7_B1,GEN
668,CA,EMBRCDR_2_N001,LOAD
669,CA,EMBRCDR_2_N008,LOAD
670,CA,EMBRCDR_2_N101,LOAD
671,CA,EMBRCDR_2_N104,LOAD
672,CA,EMRLDLE_6_N001,LOAD
673,CA,EMRYSVE_1_N001,LOAD
674,CA,EMRYSVE_1_N003,LOAD
675,CA,ENCANWND_6_N001,GEN
676,CA,ENCINA1_7_B1,GEN
677,CA,ENCINA2_7_B1,GEN
678,CA,ENCINA3_7_B1,GEN
679,CA,ENCINA4_7_B1,GEN
680,CA,ENCINA5_7_B1,GEN
681,CA,ENCINAGT_7_B11,GEN
682,CA,ENCINAL_6_N001,LOAD
683,CA,ENCINA_1_N001,LOAD
684,CA,ENCINA_1_N049,LOAD
685,CA,ENCNITAS_6_N001,LOAD
686,CA,ENCNITAS_6_N004,LOAD
687,CA,ENCNITAS_6_N011,LOAD
688,CA,ERTA_6_N001,LOAD
689,CA,ESCNDIDO_6_N001,LOAD
690,CA,ESCNDIDO_6_N046,LOAD
691,CA,ESCNDIDO_6_N053,LOAD
692,CA,ESCO_6_N001,LOAD
693,CA,ESCO_6_N004,LOAD
694,CA,ESQUON_6_N001,LOAD
695,CA,ESTGRND_1_N001,LOAD
696,CA,ESTGRND_1_N005,LOAD
697,CA,ESTGRND_1_N009,LOAD
698,CA,ESTPRTL_1_N001,LOAD
699,CA,ESTQNCY_6_N001,LOAD
700,CA,ETIWANDA_2_N006,LOAD
701,CA,ETIWANDA_6_GN001,GEN
702,CA,ETIWANDA_6_GN003,GEN
703,CA,ETIWANDA_6_N001,LOAD
704,CA,ETIWANDA_6_N003,LOAD
705,CA,ETIWANDA_6_N004,GEN
706,CA,ETIWANDA_6_N006,GEN
707,CA,ETIWANDA_6_N007,GEN
708,CA,ETIWANDA_6_N008,GEN
709,CA,ETIWANDA_6_N011,GEN
710,CA,ETIWANDA_6_N015,GEN
711,CA,ETIWANDA_6_N016,GEN
712,CA,ETIWANDA_6_N018,GEN
713,CA,ETIWANDA_6_N019,GEN
714,CA,ETWPKGEN_7_B1,GEN
715,CA,EUREKAA_6_N001,LOAD
716,CA,EUREKA_6_N001,LOAD
717,PACW,EVERGBIO_NODEO,GEN
718,CA,EVRGREEN_1_N001,LOAD
719,CA,EVRGREEN_1_N019,LOAD
720,CA,EXCHQUER_7_B1,GEN
721,CA,EXXONBH_7_B2,GEN
722,CA,EXXONBH_7_N001,LOAD
723,CA,FAIRHAVN_6_N001,LOAD
724,CA,FAIRHAVN_7_B1,GEN
725,CA,FAIRWAY_1_N001,LOAD
726,CA,FAIRWAY_1_N002,LOAD
727,CA,FAMOSO_1_N001,LOAD
728,CA,FAMOSO_6_N008,GEN
729,CA,FARREL_1_N001,LOAD
730,CA,FARREL_1_N002,LOAD
731,CA,FAYETTE_1_B1,GEN
732,CA,FBERBORD_1_N001,GEN
733,CA,FELICITA_6_N001,LOAD
734,CA,FELICITA_6_N005,LOAD
735,CA,FELICITA_6_N009,LOAD
736,CA,FELLOWSG_7_N001,LOAD
737,CA,FELLOWSG_7_N002,GEN
738,CA,FENTON_6_N001,LOAD
739,CA,FIGARDN_2_N001,LOAD
740,CA,FIGARDN_2_N101,LOAD
741,CA,FIREBAGH_6_N001,LOAD
742,CA,FLINT_1_N001,LOAD
743,CA,FLOWD3-6_7_N100,GEN
744,CA,FLOWD3-6_7_N101,GEN
745,CA,FLOWND1_1_N01,GEN
746,CA,FMC_1_N001,LOAD
747,CA,FMC_1_N003,LOAD
748,CA,FOOTHILL_1_N001,LOAD
749,CA,FORKBUTT_7_B1,GEN
750,CA,FORSTHL_6_N001,LOAD
751,CA,FORTORD_6_N001,LOAD
752,CA,FORTRSS_6_N001,LOAD
753,CA,FOSTERW_7_N001,LOAD
754,CA,FOSTERW_7_N004,GEN
755,CA,FRANKLIN_6_N003,LOAD
756,CA,FREC_7_B1,GEN
757,CA,FREMNT_1_N001,LOAD
758,CA,FREMNT_1_N007,LOAD
759,CA,FREMNT_1_N013,LOAD
760,CA,FRIANTDM_7_B1,GEN
761,CA,FRIARS_1_N001,LOAD
762,CA,FRIARS_1_N009,LOAD
763,CA,FRNCHGLH_6_N001,LOAD
764,CA,FRNCHMD_7_B1,GEN
765,CA,FROGTOWN_7_N001,LOAD
766,CA,FRTSWRD_6_N001,LOAD
767,CA,FRTSWRD_6_N004,GEN
768,CA,FRUITLND_6_N001,LOAD
769,CA,FRUITVLE_6_N001,LOAD
770,CA,FRUITVLE_6_N101,LOAD
771,CA,FTCHMTN_6_N001,LOAD
772,CA,FTCHMTN_6_N003,LOAD
773,CA,FULTON_1_N020,GEN
774,CA,FULTON_2_N010,LOAD
775,CA,FULTON_2_N049,LOAD
776,CA,F_6_N001,LOAD
777,CA,F_6_N002,LOAD
778,CA,F_6_N005,LOAD
779,CA,GABILAN_6_N001,LOAD
780,CA,GALE_1_N001,LOAD
781,CA,GANSNER_6_N101,LOAD
782,CA,GANSO_1_N001,LOAD
783,CA,GARCIA_6_N001,LOAD
784,CA,GAREY_1_N002,LOAD
785,CA,GARFIELD_6_N001,LOAD
786,CA,GARNET_1_N106,GEN
787,CA,GARNET_7_N001,LOAD
788,CA,GARNET_7_N003,GEN
789,CA,GARNET_7_N006,GEN
790,CA,GARNET_7_N008,GEN
791,CA,GARNET_7_N009,GEN
792,PACW,GASQUET_LNODE42,LOAD
793,CA,GATESBK4_7_N002,GEN
794,CA,GATESBK4_7_N003,GEN
795,CA,GENESEE_6_N001,LOAD
796,CA,GENESEE_6_N005,LOAD
797,CA,GENESEE_6_N011,LOAD
798,CA,GENESEE_6_N015,LOAD
799,CA,GENE_2_N001,LOAD
800,CA,GEOENGY_7_B3,GEN
801,CA,GERBER_6_N101,LOAD
802,CA,GEYSER11_7_B1,GEN
803,CA,GEYSER12_7_B1,GEN
804,CA,GEYSER13_7_N001,GEN
805,CA,GEYSER14_7_N001,GEN
806,CA,GEYSER16_7_B1,GEN
807,CA,GEYSER17_7_B1,GEN
808,CA,GEYSER18_7_B1,GEN
809,CA,GEYSER20_7_B1,GEN
810,CA,GEYSER78_7_B1,GEN
811,CA,GEYSER78_7_B3,GEN
812,CA,GEYSR5-6_7_B2,GEN
813,CA,GEYSR5-6_7_B3,GEN
814,CA,GEYSR5-6_7_N001,LOAD
815,CA,GIFFEN_6_N001,LOAD
816,CA,GIFFGEN_7_N002,GEN
817,CA,GILROYF_1_N001,LOAD
818,CA,GIRVAN_6_N001,LOAD
819,CA,GLDTGEN_7_N002,GEN
820,CA,GLENCLIF_6_N001,LOAD
821,NV,GLENSHIR_LNODERE,LOAD
822,CA,GLENWOOD_6_N001,LOAD
823,CA,GLENWOOD_6_N004,LOAD
824,CA,GLENWOOD_6_N005,LOAD
825,CA,GLNARMC1_7_B1,GEN
826,CA,GLNARMC2_7_B1,GEN
827,CA,GLNARMC3_7_B1,GEN
828,CA,GLNARMC4_7_B1,GEN
829,CA,GLRYCGG1_7_B2,GEN
830,CA,GLRYCGG1_7_N001,LOAD
831,CA,GOALLINE_6_N001,GEN
832,CA,GOLDHILL_1_N033,GEN
833,CA,GOLDTREE_1_N001,LOAD
834,CA,GOLDTREE_1_N002,LOAD
835,CA,GOLETA_6_N002,GEN
836,CA,GOLETA_6_N003,GEN
837,CA,GOLETA_6_N004,GEN
838,CA,GOLETA_6_N022,GEN
839,CA,GOLETA_6_N100,GEN
840,CA,GOLETA_6_N200,LOAD
841,CA,GONZALES_6_N001,LOAD
842,CA,GONZALES_6_N003,LOAD
843,CA,GONZALES_6_N004,GEN
844,CA,GOOSEHGT_7_GN001,GEN
845,CA,GORMAN_6_N001,LOAD
846,CA,GOSELKE_1_N001,LOAD
847,CA,GOULD_2_N001,LOAD
848,CA,GOULD_2_N007,LOAD
849,CA,GRANDIS_1_N004,LOAD
850,CA,GRANDIS_1_N009,LOAD
851,CA,GRANITE_6_N001,LOAD
852,CA,GRANITE_6_N007,LOAD
853,CA,GRANITE_6_N008,LOAD
854,CA,GRANITE_6_N009,LOAD
855,CA,GRANTRK_6_N001,LOAD
856,CA,GRANT_1_N001,LOAD
857,CA,GRANT_1_N005,LOAD
858,CA,GRBRVLLE_6_N001,LOAD
859,CA,GRDNEAST_1_N101,LOAD
860,CA,GRDNEAST_1_N102,LOAD
861,CA,GRDNWEST_1_N001,LOAD
862,CA,GREENBRE_6_N001,LOAD
863,CA,GREENBRE_6_N003,LOAD
864,CA,GRIDLEY_6_N004,GEN
865,CA,GRIMWAY_1_N001,LOAD
866,CA,GRIZZLYG_7_B1,GEN
867,CA,GRIZZLY_7_N101,GEN
868,CA,GRNLEAF1_7_N001,GEN
869,CA,GRNLEAF2_7_N001,GEN
870,CA,GRNTHLL_1_N001,LOAD
871,CA,GRNVALY_1_N001,LOAD
872,CA,GRNVALY_1_N011,LOAD
873,CA,GRNVALY_1_N025,GEN
874,CA,GROYPKR3_7_B1,GEN
875,CA,GRSSVLY_6_N101,LOAD
876,CA,GRYSFLT_6_N001,LOAD
877,CA,GUALALA_6_N001,LOAD
878,CA,GUSTINE_6_N001,LOAD
879,CA,GUSTINE_6_N002,LOAD
880,CA,GWF#1_7_B1,GEN
881,CA,GWF#2_7_B1,GEN
882,CA,GWF#3_7_B1,GEN
883,CA,GWF#4_7_N001,GEN
884,CA,GWF#5_7_B1,GEN
885,CA,GWFGT1_7_B1,GEN
886,CA,GWFGT2_7_B1,GEN
887,CA,GWFTRCY1_7_B1,GEN
888,CA,GWFTRCY2_7_B1,GEN
889,CA,GYSRVLLE_6_N001,LOAD
890,CA,GYSRVLLE_6_N003,LOAD
891,CA,GYSRVLLE_6_N005,GEN
892,CA,HAAS_7_B1,GEN
893,CA,HAAS_7_B11,GEN
894,CA,HALSEYF_7_B1,GEN
895,CA,HALSEYF_7_N001,LOAD
896,CA,HAMILTON_6_N001,LOAD
897,CA,HAMMER_6_N001,LOAD
898,CA,HAMMER_6_N003,LOAD
899,CA,HAMMER_6_N004,LOAD
900,CA,HAMMONDS_1_N001,LOAD
901,CA,HARBORG_7_B2,GEN
902,CA,HARBORG_7_B3,GEN
903,CA,HARBORG_7_B4,GEN
904,CA,HARBORG_7_N101,LOAD
905,CA,HARDING_6_N001,LOAD
906,CA,HARDING_6_N004,LOAD
907,CA,HARDWICK_6_N001,LOAD
908,CA,HARRIS_6_N001,LOAD
909,CA,HARRIS_6_N003,LOAD
910,CA,HARTER_6_N001,LOAD
911,CA,HARTER_6_N003,LOAD
912,CA,HARTLEY_6_N001,LOAD
913,CA,HATTON_6_N001,LOAD
914,CA,HAYPRES_7_B1,GEN
915,CA,HELMS1_7_B1,GEN
916,CA,HELMS2_7_B1,GEN
917,CA,HELMS3_7_B1,GEN
918,CA,HENRITTA_6_N101,LOAD
919,CA,HERDLYN_6_N001,LOAD
920,CA,HERDLYN_6_N007,GEN
921,CA,HICKS_2_N001,LOAD
922,CA,HICKS_2_N002,LOAD
923,CA,HICKS_2_N007,LOAD
924,CA,HICKS_2_N012,GEN
925,CA,HIDESERT_2_N001,LOAD
926,CA,HIDESERT_2_N018,LOAD
927,CA,HIGGINS_1_N001,LOAD
928,CA,HIGGINS_1_N002,LOAD
929,CA,HIGGINS_1_N004,LOAD
930,CA,HIGGINS_1_N007,GEN
931,CA,HIGHLD_1_N001,LOAD
932,CA,HIGHLD_1_N004,GEN
933,CA,HIGHLD_1_N005,LOAD
934,CA,HIGHWAY_1_N001,LOAD
935,CA,HIGHWAY_1_N002,LOAD
936,CA,HIGHWAY_1_N003,GEN
937,CA,HIGHWNDS_7_B1,GEN
938,CA,HILLGEN_7_B1,GEN
939,CA,HILLSDLE_6_N001,LOAD
940,CA,HILLSIDE_1_N001,LOAD
941,CA,HILLSIDE_1_N004,LOAD
942,CA,HINSON_6_N001,LOAD
943,CA,HISIERRA_7_B1,GEN
944,CA,HLFMNBY_6_N002,LOAD
945,CA,HLFMNBY_6_N004,LOAD
946,CA,HLFMNBY_6_N101,LOAD
947,CA,HMBLDTB_1_N08,GEN
948,CA,HMBLTBY_6_N003,LOAD
949,CA,HMBUNIT1_7_GN010,GEN
950,CA,HMBUNIT2_7_GN010,GEN
951,NV,HOBARTTP_LNODE19,LOAD
952,CA,HOLGATE_1_N001,GEN
953,CA,HOLGATE_1_N004,GEN
954,CA,HOLLISTR_1_N001,LOAD
955,CA,HOLLISTR_1_N004,LOAD
956,CA,HOLLISTR_1_N101,LOAD
957,CA,HOLM1_7_B1,GEN
958,CA,HOLM2_7_B1,GEN
959,CA,HOMEGRND_1_N001,LOAD
960,CA,HOMEPROC_1_N001,LOAD
961,CA,HONCUT_1_N001,LOAD
962,CA,HOOPA_6_N001,LOAD
963,CA,HORNO_6_N001,LOAD
964,CA,HORSESHE_1_N001,LOAD
965,CA,HORSESHE_1_N002,LOAD
966,CA,HPLNDJT_6_N001,LOAD
967,CA,HRIDGEGT_6_GN001,GEN
968,CA,HUNT1G_7_B1,GEN
969,CA,HUNT1G_7_N002,LOAD
970,CA,HUNT2G_7_B1,GEN
971,CA,HUNT2G_7_N002,LOAD
972,CA,HUNT3G_7_B1,GEN
973,CA,HUNT3G_7_N002,LOAD
974,CA,HUNT4G_7_B1,GEN
975,CA,HUNT4G_7_N002,LOAD
976,CA,HURONGEN_7_ND002,GEN
977,CA,HURON_6_N001,LOAD
978,CA,HYATT1_7_B1,GEN
979,CA,HYATT2_7_B1,GEN
980,CA,HYATT3_7_B1,GEN
981,CA,HYATT4_7_B1,GEN
982,CA,HYATT5_7_B1,GEN
983,CA,HYATT6_7_B1,GEN
984,CA,HYATT_2_N212,LOAD
985,CA,IBM-CTLE_1_N001,LOAD
986,CA,IBM-CTLE_1_N002,GEN
987,CA,IBM-HRRS_1_N001,LOAD
988,CA,IBM-HRRS_1_N101,LOAD
989,CA,ICEGEN_7_B1,GEN
990,CA,IENERGY_7_B1,GEN
991,CA,IGNACIO_1_N028,GEN
992,CA,IGNACIO_1_N102,LOAD
993,CA,IMHOFF_1_N001,LOAD
994,CA,IMPRLBCH_6_N001,LOAD
995,CA,IMPRLBCH_6_N004,LOAD
996,CA,INDIANV_7_B1,GEN
997,CA,INDIANW_1_N001,LOAD
998,CA,INDIANW_1_N005,LOAD
999,CA,INDIGOG1_7_B1,GEN
1000,CA,INDIGOG2_7_B1,GEN
1001,CA,INDIGOG3_7_B1,GEN
1002,CA,INDNFLT_6_N001,LOAD
1003,CA,INGRMC_1_N001,LOAD
1004,CA,INLANDG1_7_N002,GEN
1005,CA,INLANDG2_7_N002,GEN
1006,PACW,INTERNAT_LNODELD,LOAD
1007,CA,INTLTUR_6_B1,GEN
1008,CA,INYOKERN_1_N001,LOAD
1009,CA,INYOKERN_1_N008,LOAD
1010,PACW,IRONGATE_NODET,GEN
1011,CA,IRONMTN_2_N001,LOAD
1012,CA,IUKA_6_N001,LOAD
1013,CA,JACINTO_6_N001,LOAD
1014,CA,JAMACHA_6_N001,LOAD
1015,CA,JAMACHA_6_N006,LOAD
1016,CA,JAMACHA_6_N015,LOAD
1017,CA,JAMESON_1_N001,LOAD
1018,CA,JANSCRK_6_N001,LOAD
1019,CA,JANSCRK_6_N003,LOAD
1020,CA,JAPMESA_6_N001,LOAD
1021,CA,JAPMESA_6_N007,LOAD
1022,CA,JARVIS_1_N014,LOAD
1023,CA,JARVIS_1_N016,LOAD
1024,CA,JARVIS_1_N017,LOAD
1025,CA,JARVIS_1_N101,LOAD
1026,CA,JBBLACK1_7_B1,GEN
1027,CA,JBBLACK2_7_B1,GEN
1028,CA,JCBSCRNR_6_N001,LOAD
1029,CA,JCBSCRNR_6_N003,LOAD
1030,CA,JENNY_1_N001,LOAD
1031,CA,JENNY_1_N008,LOAD
1032,CA,JESSUP_1_GN001,GEN
1033,CA,JESSUP_1_N001,LOAD
1034,CA,JMSCNPMP_1_N001,LOAD
1035,CA,JOHANNA_2_N001,LOAD
1036,CA,JOHANNA_2_N007,LOAD
1037,CA,JOHANNA_2_N013,GEN
1038,CA,JOLON_6_N001,LOAD
1039,CA,JRWDGEN_1_N001,GEN
1040,CA,JRWOOD_1_N001,LOAD
1041,CA,JVENTER_2_N001,GEN
1042,CA,KAMM_1_N001,LOAD
1043,CA,KANAKA_1_N001,LOAD
1044,CA,KANAKA_1_N003,GEN
1045,CA,KANSASGN_7_N002,GEN
1046,CA,KCTYPKER_7_B1,GEN
1047,CA,KEARNEY_6_N001,LOAD
1048,CA,KEARNEY_6_N099,LOAD
1049,CA,KEARNEY_7_N001,LOAD
1050,CA,KEARNEY_7_N003,LOAD
1051,CA,KELSO_2_N001,LOAD
1052,CA,KERCK1G1_7_B2,GEN
1053,CA,KERCK1G2_7_B1,GEN
1054,CA,KERCK1G3_7_B1,GEN
1055,CA,KERCKHOF_7_B1,GEN
1056,CA,KERMAN_6_N001,LOAD
1057,CA,KERMAN_6_N002,LOAD
1058,CA,KERNFRNT_7_B1,GEN
1059,CA,KERNOIL_1_N001,LOAD
1060,CA,KERNOIL_1_N012,LOAD
1061,CA,KERNPWR_1_N002,LOAD
1062,CA,KERNPWR_1_N201,LOAD
1063,CA,KERNRDGE_1_N001,LOAD
1064,CA,KERNRDGE_1_N003,GEN
1065,CA,KERNRV_1_N001,LOAD
1066,CA,KERNWATR_1_N001,LOAD
1067,CA,KESWICK_6_N001,LOAD
1068,CA,KETTLEMN_6_N001,LOAD
1069,CA,KETTNER_6_N001,LOAD
1070,CA,KETTNER_6_N004,LOAD
1071,NV,KING BCH_GNODE 1,GEN
1072,NV,KING BCH_GNODE 2,GEN
1073,CA,KINGCTY_6_N001,LOAD
1074,CA,KINGCTY_6_N002,LOAD
1075,CA,KINGCTY_6_N005,LOAD
1076,CA,KINGSBRG_1_N001,LOAD
1077,CA,KINGSBRG_1_N008,LOAD
1078,CA,KINGSBRG_7_N002,GEN
1079,CA,KINGSBRG_7_N003,GEN
1080,CA,KINGSBUR_7_B1,GEN
1081,CA,KINGSRIV_7_B1,GEN
1082,CA,KIRKER_1_N001,LOAD
1083,CA,KIRKER_1_N005,LOAD
1084,CA,KIRKER_1_N006,LOAD
1085,CA,KNGHTSLD_1_N001,LOAD
1086,CA,KONOCTI6_6_N001,LOAD
1087,CA,KRAMER_1_N001,LOAD
1088,CA,KUMEYAAY_7_N001,GEN
1089,CA,KYOCERA_6_N001,LOAD
1090,CA,LAFRESA_6_N001,LOAD
1091,CA,LAFRESA_6_N003,GEN
1092,CA,LAFRESA_6_N007,LOAD
1093,CA,LAGNANL_1_N001,LOAD
1094,CA,LAGNANL_1_N002,LOAD
1095,CA,LAGNANL_1_N005,LOAD
1096,CA,LAGNANL_1_N006,LOAD
1097,CA,LAGUBELL_6_N001,LOAD
1098,CA,LAGUBELL_6_N005,GEN
1099,CA,LAGUBELL_6_N210,LOAD
1100,CA,LAGUNATP_6_N001,LOAD
1101,CA,LAGUNITS_6_N001,LOAD
1102,CA,LAJOLLA_6_N001,LOAD
1103,CA,LAJOLLA_6_N007,LOAD
1104,CA,LAKEVIEW_6_N101,LOAD
1105,CA,LAKEVLLE_1_N001,LOAD
1106,CA,LAKEWOOD_1_N001,LOAD
1107,CA,LAKEWOOD_1_N003,LOAD
1108,CA,LAKEWOOD_1_N004,LOAD
1109,CA,LAKEWOOD_1_N006,LOAD
1110,CA,LAKEWOOD_1_N007,LOAD
1111,CA,LAKEWOOD_1_N009,LOAD
1112,CA,LAMBGT1_7_B1,GEN
1113,CA,LAMONT_1_N001,LOAD
1114,CA,LAMONT_1_N002,LOAD
1115,CA,LAPLMG1_7_B2,GEN
1116,CA,LAPLMG1_7_N001,LOAD
1117,CA,LAPLMG2_7_B2,GEN
1118,CA,LAPLMG2_7_N001,LOAD
1119,CA,LAPLMG3_7_B2,GEN
1120,CA,LAPLMG3_7_N001,LOAD
1121,CA,LAPLMG4_7_B2,GEN
1122,CA,LAPLMG4_7_N001,LOAD
1123,CA,LASPALMS_1_N001,LOAD
1124,CA,LASPLGS_6_N001,LOAD
1125,CA,LASPULGS_6_N001,LOAD
1126,CA,LASSEN_6_N003,GEN
1127,CA,LAURELES_6_N001,LOAD
1128,CA,LAWRENCE_1_N001,LOAD
1129,CA,LAWRENCE_1_N003,LOAD
1130,CA,LAWRENCE_1_N004,LOAD
1131,CA,LAWRENCE_1_N006,GEN
1132,CA,LBEACH1G_7_N001,GEN
1133,CA,LBEACH2G_7_N001,GEN
1134,CA,LBEACH2G_7_N002,LOAD
1135,CA,LBEACH3G_7_N001,GEN
1136,CA,LBEACH4G_7_N001,GEN
1137,CA,LCIENEGA_6_N001,LOAD
1138,CA,LECEFGT1_7_B1,GEN
1139,CA,LECEFST1_7_B1,GEN
1140,CA,LEGRAND_1_N001,LOAD
1141,CA,LEMOORE_6_N002,LOAD
1142,CA,LEMOORE_6_N101,LOAD
1143,CA,LEPRINO_1_N001,LOAD
1144,CA,LERDO_1_N001,LOAD
1145,CA,LERDO_1_N004,LOAD
1146,CA,LILAC_6_N001,LOAD
1147,CA,LILAC_6_N010,LOAD
1148,CA,LIMESTNE_6_N001,LOAD
1149,CA,LIMESTNE_6_N005,LOAD
1150,CA,LINDEN_6_N101,LOAD
1151,CA,LITEHIPE_6_N001,LOAD
1152,CA,LITEHIPE_6_N006,GEN
1153,CA,LITEHIPE_6_N008,LOAD
1154,CA,LITTLERK_6_N016,GEN
1155,CA,LIVERMRE_6_N001,LOAD
1156,CA,LIVERMRE_6_N003,LOAD
